questionID,examID,course,exam_type,creation_dt_time,creation_hr,creation_dt,correct,marked,q_ordinal,difficulty,nth_exam,nth_e_or_q,weekday,minutes_used,subcat1,subcat2,subcat3,cat1,cat2,cat3,approx_remaining_time,EL_begin,EL_change,EL_end,hrs_since_previous_e,hist_cat_n,hist_subcat_diff,hist_subcat_diff_correct,hist_tot_time_correct,hist_total_time_e,hist_total_time_q,hist_greater_diff_time_correct,hist_greater_diff,hist_net_diff,hist_n_marked,hist_marked_incorrect,hist_repeat_question,hist_net_rel_diff
2017-11-11 21:23:24.7725512 +00:001994.97,MFE2017-11-11 16:23:24,MFE,q,2017-11-11T21:23:24Z,16.383333333333333,2017-11-11,FALSE,FALSE,9,4.97,4,62,Saturday,0.31666666666666665,binomial tree models for interest rates: the black-derman-toy model,binomial tree models for interest rates: the black-derman-toy model,binomial tree models for interest rates: the black-derman-toy model,interest rate models,interest rate models,interest rate models,35.58333333333333,3,1.36,4.36,192.74578058958053,297,479.7,284.34000000000003,25.9,102.2,988.35,25.9,271.2,88.98,0,12,4,0.18549093183239526
2017-11-11 21:23:24.7725512 +00:0034985.96,MFE2017-11-11 16:23:24,MFE,q,2017-11-11T21:23:24Z,16.383333333333333,2017-11-11,FALSE,TRUE,8,5.96,4,62,Saturday,5.816666666666666,black formula,black formula,black formula,interest rate models,interest rate models,interest rate models,29.766666666666666,3,1.36,4.36,192.74578058958053,297,351.57,191.57999999999998,28.9,100.9,562,0,85.77,31.589999999999993,0,12,0,0.08985408311289357
2017-11-11 21:23:24.7725512 +00:006374.44,MFE2017-11-11 16:23:24,MFE,q,2017-11-11T21:23:24Z,16.383333333333333,2017-11-11,TRUE,FALSE,7,4.44,4,62,Saturday,1.05,other,variance reduction techniques: control variate method,variance reduction techniques: control variate method,other,monte carlo valuation,monte carlo valuation,28.716666666666665,3,1.36,4.36,192.74578058958053,93,67.23,67.23,65.1,65.1,170.4,0,0,67.23,0,9,0,1
2017-11-11 21:23:24.7725512 +00:0018364.6,MFE2017-11-11 16:23:24,MFE,q,2017-11-11T21:23:24Z,16.383333333333333,2017-11-11,FALSE,TRUE,6,4.6,4,62,Saturday,3.05,overnight profit,overnight profit,overnight profit,market-making and delta-hedging,market-making and delta-hedging,market-making and delta-hedging,25.666666666666664,3,1.36,4.36,192.74578058958053,225,324,242.91,17.25,75.9,568.05,0,177.75,161.82,9,18,6,0.4994444444444444
2017-11-11 21:23:24.7725512 +00:0021554.1,MFE2017-11-11 16:23:24,MFE,q,2017-11-11T21:23:24Z,16.383333333333333,2017-11-11,FALSE,FALSE,5,4.1,4,62,Saturday,3.5833333333333335,other,put-call parity,put-call parity,option strategies and risk management,put-call parity,put-call parity,22.083333333333332,3,1.36,4.36,192.74578058958053,372,537.9,356.61,296.6,410.7,410.9,117.95,274.14,175.32,12,13,0,0.32593418851087563
2017-11-11 21:23:24.7725512 +00:0029644.45,MFE2017-11-11 16:23:24,MFE,q,2017-11-11T21:23:24Z,16.383333333333333,2017-11-11,FALSE,TRUE,4,4.45,4,62,Saturday,4.933333333333334,option combinations,option combinations,option combinations,option strategies and risk management,options,options,17.15,3,1.36,4.36,192.74578058958053,513,952.89,712.5,528,703.05,143.55,21.2,331.21000000000004,472.11,30,17,0,0.4954506816106791
2017-11-11 21:23:24.7725512 +00:008033.87,MFE2017-11-11 16:23:24,MFE,q,2017-11-11T21:23:24Z,16.383333333333333,2017-11-11,TRUE,FALSE,3,3.87,4,62,Saturday,1.3333333333333333,option combinations,option combinations,option combinations,options,option strategies and risk management,option strategies and risk management,15.816666666666666,3,1.36,4.36,192.74578058958053,513,952.89,712.5,528,703.05,143.55,181.04999999999998,678.26,472.11,30,17,0,0.4954506816106791
2017-11-11 21:23:24.7725512 +00:0047123.69,MFE2017-11-11 16:23:24,MFE,q,2017-11-11T21:23:24Z,16.383333333333333,2017-11-11,TRUE,FALSE,2,3.69,4,62,Saturday,7.85,all-or-nothing option,all-or-nothing option,all-or-nothing option,exotic options,exotic options,exotic options,7.966666666666665,3,1.36,4.36,192.74578058958053,285,229.23,97.92,39.75,39.75,553.5,39.75,388.08,-33.38999999999999,0,0,9,-0.14566156262269334
2017-11-11 21:23:24.7725512 +00:0047813.58,MFE2017-11-11 16:23:24,MFE,q,2017-11-11T21:23:24Z,16.383333333333333,2017-11-11,FALSE,TRUE,1,3.58,4,62,Saturday,7.966666666666667,comparing options,comparing contracts,comparing contracts,options,introduction to forwards and options,introduction to forwards and options,0,3,1.36,4.36,192.74578058958053,459,549.3,391.29,286.5,357.55,93.60000000000001,106.2,797.46,233.28,0,15,9,0.42468596395412345
2017-11-11 22:32:20.8145605 +00:0019455.96,MFE2017-11-11 17:32:20,MFE,q,2017-11-11T22:32:20Z,17.533333333333335,2017-11-11,FALSE,FALSE,5,5.96,59,63,Saturday,3.2333333333333334,black formula,black formula,black formula,interest rate models,interest rate models,interest rate models,18.266666666666666,3,1.36,4.36,192.74578058958053,315,405.21,191.57999999999998,28.9,100.9,614.35,0,85.77,-22.050000000000008,0,12,9,-0.054416228622195924
2017-11-11 22:32:20.8145605 +00:003543.25,MFE2017-11-11 17:32:20,MFE,q,2017-11-11T22:32:20Z,17.533333333333335,2017-11-11,FALSE,FALSE,4,3.25,59,63,Saturday,0.5833333333333334,binomial tree models for interest rates: the black-derman-toy model,the black-derman-toy model,binomial tree models for interest rates: the black-derman-toy model,interest rate models,binomial tree models for interest rates,interest rate models,17.683333333333334,3,1.36,4.36,192.74578058958053,369,658.8,365.22,38.849999999999994,153.3,1180.95,38.849999999999994,533.52,71.64000000000001,0,18,27,0.10874316939890713
2017-11-11 22:32:20.8145605 +00:0048233.97,MFE2017-11-11 17:32:20,MFE,q,2017-11-11T22:32:20Z,17.533333333333335,2017-11-11,TRUE,FALSE,3,3.97,59,63,Saturday,8.033333333333333,binomial tree models for interest rates: binomial trees,binomial tree models for interest rates: binomial trees,binomial tree models for interest rates: binomial trees,interest rate models,interest rate models,binomial tree models for interest rates,9.65,3,1.36,4.36,192.74578058958053,369,410.22,206.1,77.25,236.55,532.95,0,326.7,1.9800000000000058,18,18,18,0.004826678367705148
2017-11-11 22:32:20.8145605 +00:0023523.63,MFE2017-11-11 17:32:20,MFE,q,2017-11-11T22:32:20Z,17.533333333333335,2017-11-11,TRUE,FALSE,2,3.63,59,63,Saturday,3.9166666666666665,black formula,black formula,black formula,interest rate models,interest rate models,interest rate models,5.733333333333334,3,1.36,4.36,192.74578058958053,315,405.21,191.57999999999998,28.9,100.9,614.35,0,440.88,-22.050000000000008,0,12,9,-0.054416228622195924
2017-11-11 22:32:20.8145605 +00:0034412.09,MFE2017-11-11 17:32:20,MFE,q,2017-11-11T22:32:20Z,17.533333333333335,2017-11-11,TRUE,FALSE,1,2.09,59,63,Saturday,5.733333333333333,binomial tree models for interest rates: binomial trees,binomial tree models for interest rates: binomial trees,binomial tree models for interest rates: binomial trees,interest rate models,interest rate models,interest rate models,0,3,1.36,4.36,192.74578058958053,315,410.22,206.1,77.25,236.55,532.95,39.6,734.97,1.9800000000000058,18,18,12,0.004826678367705148
2017-11-11 23:55:50.1039347 +00:0051943.93,MFE2017-11-11 18:55:50,MFE,q,2017-11-11T23:55:50Z,18.916666666666668,2017-11-11,FALSE,FALSE,4,3.93,60,64,Saturday,8.65,other,forward start option,other exotic options,exotic options,exotic options,exotic options,9.9,3,1.36,4.36,192.74578058958053,294,79.56,39.78,39.900000000000006,39.900000000000006,162.45000000000002,39.900000000000006,353.79,0,0,0,0,0
2017-11-11 23:55:50.1039347 +00:0023334.94,MFE2017-11-11 18:55:50,MFE,q,2017-11-11T23:55:50Z,18.916666666666668,2017-11-11,FALSE,FALSE,3,4.94,60,64,Saturday,3.8833333333333333,other,compound option,compound option,exotic options,exotic options,exotic options,6.0166666666666675,3,1.36,4.36,192.74578058958053,294,99.80999999999999,99.80999999999999,96.6,96.6,92.85,0,0,99.80999999999999,9,0,0,1
2017-11-11 23:55:50.1039347 +00:0031823.91,MFE2017-11-11 18:55:50,MFE,q,2017-11-11T23:55:50Z,18.916666666666668,2017-11-11,TRUE,FALSE,2,3.91,60,64,Saturday,5.3,other,barrier option,barrier option,exotic options,exotic options,exotic options,0.7166666666666686,3,1.36,4.36,192.74578058958053,294,160.65,59.67,63,91.5,154.2,0,353.79,-41.31,0,0,0,-0.2571428571428572
2017-11-11 23:55:50.1039347 +00:004313.69,MFE2017-11-11 18:55:50,MFE,q,2017-11-11T23:55:50Z,18.916666666666668,2017-11-11,FALSE,FALSE,1,3.69,60,64,Saturday,0.7166666666666667,all-or-nothing option,all-or-nothing option,all-or-nothing option,exotic options,exotic options,exotic options,0,3,1.36,4.36,192.74578058958053,294,262.44,131.13,39.75,39.75,624.15,39.75,388.08,-0.17999999999999616,0,0,18,-6.85871056241412e-4
2017-11-12 00:38:09.7929636 +00:0026355.14,MFE2017-11-11 19:38:09,MFE,q,2017-11-12T00:38:09Z,19.633333333333333,2017-11-11,TRUE,FALSE,5,5.14,61,65,Saturday,4.383333333333334,other,other exotic options,other exotic options,exotic options,exotic options,exotic options,25.366666666666667,3,1.36,4.36,192.74578058958053,330,76.62,26.52,26.6,26.6,160.20000000000002,0,0,-23.580000000000002,0,0,0,-0.307752545027408
2017-11-12 00:38:09.7929636 +00:0057545.5,MFE2017-11-11 19:38:09,MFE,q,2017-11-12T00:38:09Z,19.633333333333333,2017-11-11,TRUE,FALSE,4,5.5,61,65,Saturday,9.583333333333334,other,other exotic options,other exotic options,exotic options,exotic options,exotic options,15.783333333333331,3,1.36,4.36,192.74578058958053,330,76.62,26.52,26.6,26.6,160.20000000000002,0,0,-23.580000000000002,0,0,0,-0.307752545027408
2017-11-12 00:38:09.7929636 +00:0031438.14,MFE2017-11-11 19:38:09,MFE,q,2017-11-12T00:38:09Z,19.633333333333333,2017-11-11,FALSE,FALSE,3,8.14,61,65,Saturday,5.233333333333333,other,other exotic options,other exotic options,exotic options,exotic options,exotic options,10.549999999999997,3,1.36,4.36,192.74578058958053,330,76.62,26.52,26.6,26.6,160.20000000000002,0,0,-23.580000000000002,0,0,0,-0.307752545027408
2017-11-12 00:38:09.7929636 +00:0050825.68,MFE2017-11-11 19:38:09,MFE,q,2017-11-12T00:38:09Z,19.633333333333333,2017-11-11,TRUE,FALSE,2,5.68,61,65,Saturday,8.466666666666667,other,other exotic options,forward start option,exotic options,exotic options,exotic options,2.083333333333332,3,1.36,4.36,192.74578058958053,330,114.93,39.78,39.900000000000006,39.900000000000006,240.3,0,0,-35.370000000000005,0,0,0,-0.307752545027408
2017-11-12 00:38:09.7929636 +00:0012514.42,MFE2017-11-11 19:38:09,MFE,q,2017-11-12T00:38:09Z,19.633333333333333,2017-11-11,FALSE,FALSE,1,4.42,61,65,Saturday,2.0833333333333335,other,forward start option,other exotic options,exotic options,exotic options,exotic options,0,3,1.36,4.36,192.74578058958053,330,114.93,39.78,39.900000000000006,39.900000000000006,240.3,0,164.34,-35.370000000000005,0,0,18,-0.307752545027408
2017-11-12 20:17:46.1597609 +00:00217303.79,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,30,3.79,5,66,Sunday,3.6166666666666667,other,derivatives basics,derivatives basics,other,introduction to derivatives,introduction to derivatives,175.9,4.36,0.71,5.07,192.74578058958053,30,90.33,53.160000000000004,60.8,81.05,104.89999999999999,0,0,15.990000000000002,3,0,0,0.1770176021255397
2017-11-12 20:17:46.1597609 +00:00337293.58,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,29,3.58,5,66,Sunday,5.616666666666666,comparing options,comparing contracts,comparing contracts,options,introduction to forwards and options,introduction to forwards and options,170.28333333333336,4.36,0.71,5.07,192.74578058958053,477,581.52,391.29,286.5,357.55,165.3,106.2,809.07,201.06,0,15,18,0.34574907139909206
2017-11-12 20:17:46.1597609 +00:00544283.95,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,28,3.95,5,66,Sunday,9.066666666666666,the black-scholes formula,the black-scholes formula,the black-scholes formula,black-scholes pricing model,black-scholes pricing model,black-scholes pricing model,161.21666666666667,4.36,0.71,5.07,192.74578058958053,522,651.93,458.52,103.95,382.95,1040.7,0,631.35,265.11,27,45,9,0.40665408862914737
2017-11-12 20:17:46.1597609 +00:00314274.74,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,FALSE,FALSE,27,4.74,5,66,Sunday,5.233333333333333,overnight profit,overnight profit,overnight profit,market-making and delta-hedging,market-making and delta-hedging,risk management technique - delta hedging,155.98333333333335,4.36,0.71,5.07,192.74578058958053,288,365.4,242.91,17.25,75.9,595.5,0,94.23,120.42,9,18,0,0.3295566502463054
2017-11-12 20:17:46.1597609 +00:00335263.94,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,26,3.94,5,66,Sunday,5.583333333333333,the black-scholes formula,the black-scholes formula,the black-scholes formula,black-scholes pricing model,black-scholes pricing model,black-scholes pricing model,150.4,4.36,0.71,5.07,192.74578058958053,522,651.93,458.52,103.95,382.95,1040.7,0,631.35,265.11,27,45,9,0.40665408862914737
2017-11-12 20:17:46.1597609 +00:00299254.33,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,FALSE,FALSE,25,4.33,5,66,Sunday,4.983333333333333,all-or-nothing option,all-or-nothing option,all-or-nothing option,exotic options,exotic options,exotic options,145.41666666666669,4.36,0.71,5.07,192.74578058958053,375,295.65,131.13,39.75,39.75,630.6,39.75,351,-33.38999999999999,0,0,9,-0.11293759512937594
2017-11-12 20:17:46.1597609 +00:00181243.68,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,24,3.68,5,66,Sunday,3.0166666666666666,binomial tree models for interest rates: binomial trees,binomial tree models for interest rates: binomial trees,binomial tree models for interest rates: binomial trees,interest rate models,interest rate models,binomial tree models for interest rates,142.4,4.36,0.71,5.07,192.74578058958053,414,464.76,260.64,77.25,236.55,656.85,0,503.01,56.52,18,18,18,0.12161115414407438
2017-11-12 20:17:46.1597609 +00:00664234.76,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,FALSE,TRUE,23,4.76,5,66,Sunday,11.066666666666666,option pricing,option pricing,option pricing,binomial trees,binomial trees,binomial trees,131.33333333333334,4.36,0.71,5.07,192.74578058958053,300,652.92,238.95,191.25,389.84999999999997,1124.95,0,0,-175.02,0,9,0,-0.2680573424002941
2017-11-12 20:17:46.1597609 +00:00380224.17,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,22,4.17,5,66,Sunday,6.333333333333333,early exercise of american options & time to expiry,early exercise of american options & time to expiry,early exercise of american options & time to expiry,comparing options,comparing options,comparing options,125.00000000000001,4.36,0.71,5.07,192.74578058958053,156,201.78,135.72,73.2,73.2,245.54999999999998,0,84.36,69.66,0,0,18,0.3452274754683318
2017-11-12 20:17:46.1597609 +00:00630214.71,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,FALSE,FALSE,21,4.71,5,66,Sunday,10.5,other,binomial tree models for interest rates: the black-derman-toy model,binomial tree models for interest rates: the black-derman-toy model,binomial tree models for interest rates,interest rate models,interest rate models,114.50000000000001,4.36,0.71,5.07,192.74578058958053,414,688.05,365.22,38.849999999999994,153.3,1186.2,38.849999999999994,326.7,42.390000000000015,0,18,9,0.06160889470241991
2017-11-12 20:17:46.1597609 +00:00259205.14,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,20,5.14,5,66,Sunday,4.316666666666666,modeling stock prices with the lognormal distribution,modeling stock prices with the lognormal distribution,modeling stock prices with the lognormal distribution,lognormal distribution,lognormal distribution,lognormal distribution,110.18333333333335,4.36,0.71,5.07,192.74578058958053,288,904.59,538.29,120.45,457.35,1603.6499999999999,0,0,171.98999999999998,27,27,0,0.19013033529002085
2017-11-12 20:17:46.1597609 +00:00182193.63,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,19,3.63,5,66,Sunday,3.033333333333333,other,futures,futures,financial forwards and futures,financial forwards and futures,financial forwards and futures,107.15000000000002,4.36,0.71,5.07,192.74578058958053,66,70.92,70.92,18.25,18.25,102.65,0,23.52,70.92,0,0,0,1
2017-11-12 20:17:46.1597609 +00:0098182.87,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,18,2.87,5,66,Sunday,1.6333333333333333,comparing options,bounds for option prices,bounds for option prices,rational valuation of derivative securities,comparing options,comparing options,105.51666666666668,4.36,0.71,5.07,192.74578058958053,231,578.7,388.38,212.85,258.05,313.25,88.8,498.45,198.06,0,0,45,0.34224987039917054
2017-11-12 20:17:46.1597609 +00:0051175.8,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,FALSE,TRUE,17,5.8,5,66,Sunday,0.85,other,synthetic asset creation,synthetic asset creation,put-call parity,put-call parity,put-call parity,104.66666666666669,4.36,0.71,5.07,192.74578058958053,270,72.53999999999999,72.53999999999999,21.5,21.5,104.8,0,19.740000000000002,72.53999999999999,0,9,0,1
2017-11-12 20:17:46.1597609 +00:00281165.24,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,TRUE,16,5.24,5,66,Sunday,4.683333333333334,other,basic insurance strategies,basic insurance strategies,option strategies and risk management,option strategies and risk management,option strategies and risk management,99.98333333333335,4.36,0.71,5.07,192.74578058958053,120,115.32,103.92,0,0,272.8,0,0,92.52,0,0,0,0.8022892819979188
2017-11-12 20:17:46.1597609 +00:00770154.29,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,FALSE,TRUE,15,4.29,5,66,Sunday,12.833333333333334,option pricing,option pricing,option pricing,binomial trees,binomial trees,binomial trees,87.15000000000002,4.36,0.71,5.07,192.74578058958053,300,652.92,238.95,191.25,389.84999999999997,1124.95,146.7,162.63,-175.02,0,9,0,-0.2680573424002941
2017-11-12 20:17:46.1597609 +00:00501144.45,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,FALSE,TRUE,14,4.45,5,66,Sunday,8.35,option combinations,option combinations,option combinations,options,option strategies and risk management,option strategies and risk management,78.80000000000001,4.36,0.71,5.07,192.74578058958053,537,1027.77,747.33,528,703.05,199.95,21.2,331.21000000000004,466.89,30,17,9,0.45427478910651214
2017-11-12 20:17:46.1597609 +00:00401133.79,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,13,3.79,5,66,Sunday,6.683333333333334,black formula,black formula,black formula,interest rate models,interest rate models,interest rate models,72.11666666666667,4.36,0.71,5.07,192.74578058958053,354,491.52,224.25,28.9,100.9,678.6999999999999,0,420.54,-43.02000000000001,0,12,18,-0.08752441406250003
2017-11-12 20:17:46.1597609 +00:00144125.53,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,12,5.53,5,66,Sunday,2.4,fitting stock prices to a lognormal distribution,fitting stock prices to a lognormal distribution,fitting stock prices to a lognormal distribution,lognormal distribution,lognormal distribution,lognormal distribution,69.71666666666668,4.36,0.71,5.07,192.74578058958053,288,256.59,39.87,0,80.10000000000001,144.15,0,0,-176.85,0,27,0,-0.6892318484742196
2017-11-12 20:17:46.1597609 +00:00646113.8,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,11,3.8,5,66,Sunday,10.766666666666667,other,variance reduction techniques: other variance reduction techniques,variance reduction techniques: other variance reduction techniques,other,monte carlo valuation,monte carlo valuation,58.95000000000002,4.36,0.71,5.07,192.74578058958053,102,121.2,30.51,68.1,169.65,205.39999999999998,0,151.56,-60.17999999999999,9,9,0,-0.4965346534653465
2017-11-12 20:17:46.1597609 +00:00151104,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,10,4,5,66,Sunday,2.5166666666666666,the black-scholes formula,the black-scholes formula,the black-scholes formula,black-scholes pricing model,black-scholes pricing model,black-scholes pricing model,56.43333333333335,4.36,0.71,5.07,192.74578058958053,522,651.93,458.52,103.95,382.95,1040.7,0,595.35,265.11,27,45,9,0.40665408862914737
2017-11-12 20:17:46.1597609 +00:0049893.44,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,TRUE,9,3.44,5,66,Sunday,8.3,option greeks,option greeks,option greeks,black-scholes pricing model,black-scholes pricing model,black-scholes pricing model,48.133333333333354,4.36,0.71,5.07,192.74578058958053,522,891.3,604.65,66.45,254.55,1085.1,66.45,1254.51,318,18,45,0,0.35678222820599126
2017-11-12 20:17:46.1597609 +00:0054183.88,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,8,3.88,5,66,Sunday,9.016666666666667,true probabilities and rates of return,true probabilities and rates of return,true probabilities and rates of return,binomial trees,binomial trees,binomial trees,39.116666666666674,4.36,0.71,5.07,192.74578058958053,300,435.78000000000003,208.89000000000001,97.65,111.75,722.25,69,162.63,-17.999999999999996,9,9,9,-0.0413052457662123
2017-11-12 20:17:46.1597609 +00:0043673.4,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,TRUE,7,3.4,5,66,Sunday,7.266666666666667,other,barrier option,barrier option,exotic options,exotic options,exotic options,31.850000000000023,4.36,0.71,5.07,192.74578058958053,375,195.84,94.86,63,91.5,201.9,0,668.88,-6.120000000000001,0,0,0,-0.03125000000000001
2017-11-12 20:17:46.1597609 +00:0029263.73,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,6,3.73,5,66,Sunday,4.866666666666666,simulate derivative instruments,simulate derivative instruments,simulate derivative instruments,monte carlo valuation,monte carlo valuation,monte carlo valuation,26.98333333333335,4.36,0.71,5.07,192.74578058958053,87,148.86,119.52,18.75,18.75,384.9,18.75,138.24,90.18,0,6,6,0.6058041112454655
2017-11-12 20:17:46.1597609 +00:0057354.41,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,5,4.41,5,66,Sunday,9.55,option combinations,option combinations,option combinations,options,option strategies and risk management,option strategies and risk management,17.433333333333337,4.36,0.71,5.07,192.74578058958053,537,1027.77,747.33,528,703.05,199.95,77.5,366.65000000000003,466.89,30,17,0,0.45427478910651214
2017-11-12 20:17:46.1597609 +00:0023944.49,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,4,4.49,5,66,Sunday,3.9833333333333334,volatility and miscellaneous,volatility and miscellaneous,volatility and miscellaneous,black-scholes pricing model,black-scholes pricing model,black-scholes pricing model,13.450000000000017,4.36,0.71,5.07,192.74578058958053,522,578.34,302.4,0,0,1140.9,0,400.77,26.459999999999987,0,45,27,0.04575163398692808
2017-11-12 20:17:46.1597609 +00:0014934.58,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,3,4.58,5,66,Sunday,2.4833333333333334,other,option basics,option basics,introduction to forwards and options,options,options,10.966666666666669,4.36,0.71,5.07,192.74578058958053,477,297.54,199.35,153.7,294.35,31.200000000000003,48.15,389.49,101.16000000000001,0,15,0,0.3399879007864489
2017-11-12 20:17:46.1597609 +00:0054324.55,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,2,4.55,5,66,Sunday,9.05,other,stock put-call parity,stock put-call parity,put-call parity,put-call parity,put-call parity,1.9166666666666856,4.36,0.71,5.07,192.74578058958053,270,21.72,21.72,21.55,21.55,82.80000000000001,0,191.61,21.72,0,9,0,1
2017-11-12 20:17:46.1597609 +00:0011513.79,MFE2017-11-12 15:17:46,MFE,e,2017-11-12T20:17:46Z,15.283333333333333,2017-11-12,TRUE,FALSE,1,3.79,5,66,Sunday,1.9166666666666667,forwards and futures,forwards,forwards,forwards and futures,financial forwards and futures,financial forwards and futures,0,4.36,0.71,5.07,192.74578058958053,354,1123.17,741.09,390.65,584.4,370.2,215.9,630.54,359.01,33,27,0,0.3196399476481743
2017-11-14 13:04:41.4779161 +00:0071954.36,MFE2017-11-14 08:04:41,MFE,q,2017-11-14T13:04:41Z,8.066666666666666,2017-11-14,TRUE,FALSE,5,4.36,62,67,Tuesday,11.983333333333333,true probabilities and rates of return,true probabilities and rates of return,true probabilities and rates of return,binomial trees,binomial trees,binomial trees,51.98333333333333,4.36,0.71,5.07,87.77787398510509,327,470.7,243.81,178.8,192.9,722.25,0,123.39,16.92,9,27,9,0.03594646271510517
2017-11-14 13:04:41.4779161 +00:001545.14,MFE2017-11-14 08:04:41,MFE,q,2017-11-14T13:04:41Z,8.066666666666666,2017-11-14,FALSE,FALSE,4,5.14,62,67,Tuesday,0.25,option pricing,option pricing,option pricing,binomial trees,binomial trees,binomial trees,51.73333333333333,4.36,0.71,5.07,87.77787398510509,327,734.37,238.95,191.25,604.95,1124.95,0,0,-256.47,18,27,0,-0.3492381224723233
2017-11-14 13:04:41.4779161 +00:00140035.43,MFE2017-11-14 08:04:41,MFE,q,2017-11-14T13:04:41Z,8.066666666666666,2017-11-14,TRUE,FALSE,3,5.43,62,67,Tuesday,23.333333333333332,option pricing,option pricing,option pricing,binomial trees,binomial trees,binomial trees,28.4,4.36,0.71,5.07,87.77787398510509,327,734.37,238.95,191.25,604.95,1124.95,0,0,-256.47,18,27,0,-0.3492381224723233
2017-11-14 13:04:41.4779161 +00:00105924.21,MFE2017-11-14 08:04:41,MFE,q,2017-11-14T13:04:41Z,8.066666666666666,2017-11-14,TRUE,FALSE,2,4.21,62,67,Tuesday,17.65,true probabilities and rates of return,true probabilities and rates of return,true probabilities and rates of return,binomial trees,binomial trees,binomial trees,10.75,4.36,0.71,5.07,87.77787398510509,327,470.7,243.81,178.8,192.9,722.25,69,162.63,16.92,9,27,9,0.03594646271510517
2017-11-14 13:04:41.4779161 +00:0064515.26,MFE2017-11-14 08:04:41,MFE,q,2017-11-14T13:04:41Z,8.066666666666666,2017-11-14,FALSE,FALSE,1,5.26,62,67,Tuesday,10.75,option pricing,option pricing,option pricing,binomial trees,binomial trees,binomial trees,0,4.36,0.71,5.07,87.77787398510509,327,734.37,238.95,191.25,604.95,1124.95,0,0,-256.47,18,27,0,-0.3492381224723233
2017-11-16 01:05:57.8813144 +00:0017415.06,MFE2017-11-15 20:05:57,MFE,q,2017-11-16T01:05:57Z,20.083333333333332,2017-11-15,FALSE,FALSE,1,5.06,63,68,Wednesday,2.9,option pricing,option pricing,option pricing,binomial trees,binomial trees,binomial trees,0,4.36,0.71,5.07,87.77787398510509,372,876.84,287.82,191.25,604.95,1433.95,0,48.87,-301.2,18,27,0,-0.3435062269057068
